candidate,symbol,split,scenario,name,sweep_window,volume_multiplier,trend_filter,cisd_atr_multiplier,target_r,max_bars_in_trade,stop_atr_multiplier,initial_capital,final_equity,net_return,buy_hold_return,excess_vs_buy_hold,cagr,max_drawdown,sharpe_hourly_annualized,trades,win_rate,profit_factor,expectancy_usdt,average_holding_bars,start,end
ema_v12,ETHUSDT,validation,base,ema_v12,12,1.2,ema,1.0,2.0,48,0.25,10000.0,9584.701676921657,-0.04152983230783425,-0.4714224090972826,0.42989257678944837,-0.05498217297518526,-0.05452692217260968,-1.4240850613388345,9,0.2222222222222222,0.2658944861018342,-46.14425811981588,29.0,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_v12,ETHUSDT,validation,stress,ema_v12,12,1.2,ema,1.0,2.0,48,0.25,10000.0,9517.838670828505,-0.048216132917149435,-0.47247851172496513,0.4242623788078157,-0.06376121528229539,-0.059000603079842895,-1.691595922380331,9,0.2222222222222222,0.21040251469523852,-53.57348101905498,29.0,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_v12,ETHUSDT,oos,base,ema_v12,12,1.2,ema,1.0,2.0,48,0.25,10000.0,9351.492790919925,-0.06485072090800748,0.019184282076316617,-0.08403500298432409,-0.049047468555163065,-0.09511899165358484,-0.9865661240885722,24,0.3333333333333333,0.5663457445481528,-27.02113371166979,25.541666666666668,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_v12,ETHUSDT,oos,stress,ema_v12,12,1.2,ema,1.0,2.0,48,0.25,10000.0,9251.630748752537,-0.07483692512474627,0.017147943009131916,-0.09198486813387818,-0.05667455257247911,-0.10102790447543997,-1.1488367335115333,24,0.3333333333333333,0.5185456054744966,-31.182052135310943,25.708333333333332,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_v12,SOLUSDT,development,base,ema_v12,12,1.2,ema,1.0,2.0,48,0.25,10000.0,9671.224888114793,-0.03287751118852067,-0.14005019758997006,0.10717268640144939,-0.013299919866008869,-0.10679684930747835,-0.2697787986663936,38,0.39473684210526316,0.8626066770070308,-8.651976628558067,23.157894736842106,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_v12,SOLUSDT,development,stress,ema_v12,12,1.2,ema,1.0,2.0,48,0.25,10000.0,9357.084703109522,-0.06429152968904783,-0.1417683847807082,0.07747685509166036,-0.026263484753851096,-0.12219932959740654,-0.5579928993151532,38,0.3684210526315789,0.7368170032991322,-16.918823602381007,23.973684210526315,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_v12,SOLUSDT,validation,base,ema_v12,12,1.2,ema,1.0,2.0,48,0.25,10000.0,10477.766011641943,0.04777660116419424,-0.15291060968365033,0.20068721084784458,0.06419906333817682,-0.024080501640723728,1.1042506393380962,16,0.5,1.6071909190760238,29.86037572762143,18.5625,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_v12,SOLUSDT,validation,stress,ema_v12,12,1.2,ema,1.0,2.0,48,0.25,10000.0,10407.03940688338,0.040703940688337825,-0.15460310165908087,0.1953070423474187,0.05463255969508074,-0.02470689836326967,0.9397288832577896,16,0.5,1.491949767311217,25.43996293021121,19.8125,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_v12,SOLUSDT,oos,base,ema_v12,12,1.2,ema,1.0,2.0,48,0.25,10000.0,9828.898426435375,-0.017110157356462485,-0.4164759555846099,0.39936579822814744,-0.012861354888490384,-0.04940055183300596,-0.3219938520977605,14,0.2857142857142857,0.8098980802100473,-12.221540968901795,19.214285714285715,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_v12,SOLUSDT,oos,stress,ema_v12,12,1.2,ema,1.0,2.0,48,0.25,10000.0,9513.266503996785,-0.048673349600321436,-0.41764184170469787,0.36896849210437643,-0.036734831094396125,-0.06851973934076339,-0.9219878489074237,14,0.21428571428571427,0.5114660344928875,-34.76667828594392,21.071428571428573,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_v24,BTCUSDT,development,base,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9547.732025410056,-0.04522679745899438,0.3544061471471174,-0.39963294460611176,-0.01836552354883869,-0.12272944087237425,-0.4489995023253164,34,0.38235294117647056,0.7429321158167876,-13.301999252645414,26.264705882352942,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_v24,BTCUSDT,development,stress,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9270.693662156877,-0.0729306337843123,0.35170003187554744,-0.42463066565985974,-0.029874181313685355,-0.13949090171858858,-0.7209007204625035,34,0.38235294117647056,0.6175434263842814,-21.45018640715069,26.91176470588235,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_v24,BTCUSDT,validation,base,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,10029.879533012401,0.0029879533012400206,0.31139966866821855,-0.30841171536697853,0.003985616674213599,-0.05624558139532854,0.09901747418771556,15,0.4,1.031787237020614,1.991968867493415,20.0,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_v24,BTCUSDT,validation,stress,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9795.668557440202,-0.020433144255979863,0.3087794807150037,-0.3292126249709836,-0.027148950244201164,-0.06029122961644806,-0.459936033678403,15,0.4,0.7940551600869702,-13.622096170653215,23.266666666666666,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_v24,BTCUSDT,oos,base,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,10262.36582275715,0.026236582275715126,-0.24031447472024936,0.2665510569959645,0.019615292952719354,-0.05368776077439563,0.49094621912337694,22,0.45454545454545453,1.323706878498643,11.925719216234112,25.863636363636363,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_v24,BTCUSDT,oos,stress,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9772.469602525496,-0.022753039747450354,-0.24183233301252038,0.21907929326507003,-0.017115232107309475,-0.0883161237883564,-0.38326289815007486,22,0.4090909090909091,0.7801703343648584,-10.342290794295629,26.818181818181817,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
