candidate,symbol,split,scenario,name,sweep_window,volume_multiplier,trend_filter,cisd_atr_multiplier,target_r,max_bars_in_trade,stop_atr_multiplier,initial_capital,final_equity,net_return,buy_hold_return,excess_vs_buy_hold,cagr,max_drawdown,sharpe_hourly_annualized,trades,win_rate,profit_factor,expectancy_usdt,average_holding_bars,start,end
ema_v24,ETHUSDT,development,base,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9201.93417045467,-0.07980658295453302,-0.06737175393611994,-0.012434829018413085,-0.03276241268987867,-0.09813408087072228,-0.8789507384334581,28,0.2857142857142857,0.4984321264321231,-28.50235105519037,30.821428571428573,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_v24,ETHUSDT,development,stress,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9067.650258659736,-0.09323497413402637,-0.0692351532899157,-0.023999820844110675,-0.03844052066837178,-0.10730070026536387,-1.065388567780821,28,0.25,0.44567987493568856,-33.29820504786657,30.857142857142858,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_v24,ETHUSDT,validation,base,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9462.470996127744,-0.05375290038722558,-0.4714224090972826,0.41766950871005704,-0.07101539973119442,-0.05819571117944433,-2.170290402904373,8,0.125,0.09958271456765735,-67.191125484032,23.125,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_v24,ETHUSDT,validation,stress,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9408.411155415146,-0.05915888445848538,-0.47247851172496513,0.41331962726647975,-0.07808460024132091,-0.06271589949051115,-2.408841997121454,8,0.125,0.07967739957675529,-73.94860557310676,23.125,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_v24,ETHUSDT,oos,base,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9407.631898700345,-0.05923681012996551,0.019184282076316617,-0.07842109220628213,-0.044768720624239866,-0.09100953993330196,-1.1161036679964718,17,0.29411764705882354,0.4650454516417679,-34.845182429391464,27.41176470588235,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_v24,ETHUSDT,oos,stress,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9316.763343118775,-0.06832366568812254,0.017147943009131916,-0.08547160869725445,-0.05169765250417013,-0.09861072411403016,-1.3011640200062442,17,0.29411764705882354,0.41148013035736075,-40.19039158124853,27.647058823529413,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_v24,SOLUSDT,development,base,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9626.659698815109,-0.037334030118489125,-0.14005019758997006,0.10271616747148093,-0.015123461094302293,-0.06884230578853467,-0.47847790695486747,22,0.36363636363636365,0.7479266031103166,-16.970013690222334,18.0,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_v24,SOLUSDT,development,stress,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9358.392080483465,-0.06416079195165347,-0.1417683847807082,0.07760759282905472,-0.02620899700053414,-0.09331674523784561,-0.8255743885277068,22,0.3181818181818182,0.5790395207729198,-29.163996341660674,19.363636363636363,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_v24,SOLUSDT,validation,base,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,10341.240118670203,0.0341240118670203,-0.15291060968365033,0.18703462155067063,0.045751955984505877,-0.024080501640723617,0.9891337079563357,11,0.45454545454545453,1.6248343982058597,31.02182897001843,15.181818181818182,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_v24,SOLUSDT,validation,stress,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,10300.292583810076,0.030029258381007562,-0.15460310165908087,0.18463236004008843,0.04023496002826654,-0.025385870224924445,0.8519207013352146,11,0.45454545454545453,1.5190798814400874,27.299325800916037,17.0,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_v24,SOLUSDT,oos,base,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9400.352372048897,-0.059964762795110205,-0.4164759555846099,0.3565111927894997,-0.045323182626684,-0.06123576461108504,-2.0427450420275592,8,0.0,0.0,-74.95595349388782,19.625,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_v24,SOLUSDT,oos,stress,ema_v24,24,1.2,ema,1.0,2.0,48,0.25,10000.0,9330.190282017835,-0.0669809717982165,-0.41764184170469787,0.3506608699064814,-0.05067275833926843,-0.06753810101947533,-2.245343469189826,8,0.0,0.0,-83.72621474777065,19.625,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s12,BTCUSDT,development,base,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,8431.883041639652,-0.15681169583603483,0.3544061471471174,-0.5112178429831522,-0.06603215656033157,-0.17032997953011186,-1.3176019338971872,78,0.34615384615384615,0.5890800087914748,-20.104063568722406,13.064102564102564,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s12,BTCUSDT,development,stress,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,7889.625131785312,-0.21103748682146883,0.35170003187554744,-0.5627375186970163,-0.0905687588216163,-0.22134876138014492,-1.7834009021062516,78,0.3333333333333333,0.4912369686533332,-27.05608805403446,13.320512820512821,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s12,BTCUSDT,validation,base,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,9781.363369623918,-0.021863663037608227,0.31139966866821855,-0.3332633317058268,-0.029042626892618273,-0.06813717665558072,-0.46710018463643127,24,0.375,0.8281092018851712,-9.109859599003434,11.75,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s12,BTCUSDT,validation,stress,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,9608.406251949293,-0.0391593748050707,0.3087794807150037,-0.3479388555200744,-0.05186487650061522,-0.08391141216735853,-0.8647958039078854,24,0.375,0.7203204967926051,-16.31640616877947,11.833333333333334,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s12,BTCUSDT,oos,base,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,9401.722091301743,-0.0598277908698257,-0.24031447472024936,0.18048668385042366,-0.04521884659419706,-0.0822842433559361,-0.8360055384209022,46,0.391304347826087,0.7145745998533081,-13.006041493440376,14.478260869565217,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s12,BTCUSDT,oos,stress,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,8706.661359022886,-0.12933386409771142,-0.24183233301252038,0.11249846891480897,-0.09866781363648647,-0.14574729004426912,-1.889472164825586,45,0.3333333333333333,0.4646445529085918,-28.740858688380307,15.244444444444444,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s12,ETHUSDT,development,base,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,8709.557792517639,-0.12904422074823618,-0.06737175393611994,-0.061672466812116244,-0.05383313046081695,-0.13481292878803564,-1.3084531546869331,55,0.32727272727272727,0.5081068531428032,-23.46258559058839,16.29090909090909,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s12,ETHUSDT,development,stress,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,8331.110278821032,-0.16688897211789677,-0.0692351532899157,-0.09765381882798108,-0.07051887398766055,-0.17087851292929124,-1.7515391583640527,55,0.3090909090909091,0.4058072956133057,-30.343449475981238,16.472727272727273,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s12,ETHUSDT,validation,base,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,9087.379400099842,-0.0912620599900158,-0.4714224090972826,0.3801603491072668,-0.11978433262935384,-0.10631709897955433,-2.449254159658025,19,0.21052631578947367,0.24937295159934444,-48.03266315263988,12.947368421052632,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s12,ETHUSDT,validation,stress,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,8977.095171297577,-0.10229048287024234,-0.47247851172496513,0.3701880288547228,-0.13399740983773456,-0.11536918350920888,-2.6949647798582355,19,0.21052631578947367,0.22074476525773698,-53.83709624749597,12.947368421052632,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s12,ETHUSDT,oos,base,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,8676.201409916499,-0.13237985900835014,0.019184282076316617,-0.15156414108466676,-0.10103401080237107,-0.14372754815920252,-1.9914920034647776,37,0.32432432432432434,0.38124151597293127,-35.77834027252705,14.432432432432432,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s12,ETHUSDT,oos,stress,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,8178.136385085037,-0.18218636149149636,0.017147943009131916,-0.19933430450062828,-0.14002632639406343,-0.18883116785129728,-2.7134288277996426,37,0.2972972972972973,0.22792597606661597,-49.23955715986388,14.621621621621621,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s12,SOLUSDT,development,base,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,10232.592929742299,0.023259292974229906,-0.14005019758997006,0.16330949056419997,0.009251465873254094,-0.09327833638626026,0.21089742530080235,63,0.5079365079365079,1.0763687241068052,3.6919512657507783,14.365079365079366,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s12,SOLUSDT,development,stress,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,9928.028430917635,-0.007197156908236524,-0.1417683847807082,0.13457122787247167,-0.0028887881935578674,-0.09947283580316268,-0.034450261561464954,63,0.5079365079365079,0.9769140892204068,-1.1424058584502383,14.714285714285714,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s12,SOLUSDT,validation,base,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,10221.08511445579,0.022108511445579015,-0.15291060968365033,0.17501912112922935,0.029583822795386183,-0.03484179675179122,0.5209444114862974,24,0.5,1.1708047846143654,9.211879768991215,11.166666666666666,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s12,SOLUSDT,validation,stress,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,9869.579195996557,-0.01304208040034427,-0.15460310165908087,0.1415610212587366,-0.017350223308808532,-0.05102611259666956,-0.26217032017875286,24,0.4583333333333333,0.9088244738726885,-5.434200166810115,12.0,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s12,SOLUSDT,oos,base,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,9434.502456957853,-0.05654975430421472,-0.4164759555846099,0.3599262012803952,-0.04272298988770118,-0.07928263919779177,-0.8131345592251517,30,0.36666666666666664,0.6556887211350666,-18.84991810140491,13.6,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s12,SOLUSDT,oos,stress,ema_r15_s12,12,0.0,ema,1.0,1.5,24,0.25,10000.0,9238.93335706085,-0.076106664293915,-0.41764184170469787,0.3415351774107829,-0.05764580187882751,-0.08822992125123819,-1.132829034009012,30,0.36666666666666664,0.5705601786946213,-25.36888809797165,13.666666666666666,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r25_s12,BTCUSDT,development,base,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,8608.472756461668,-0.1391527243538332,0.3544061471471174,-0.49355887150095057,-0.05824671410379023,-0.15096517160984368,-0.8704616791735285,74,0.2972972972972973,0.6878314479592328,-18.804422209977464,21.743243243243242,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r25_s12,BTCUSDT,development,stress,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,8059.53440864348,-0.19404655913565205,0.35170003187554744,-0.5457465910111995,-0.08277467243364833,-0.19404655913565205,-1.2652436159489877,73,0.3013698630136986,0.5819859078794427,-26.581720429541374,22.575342465753426,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r25_s12,BTCUSDT,validation,base,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,9931.214099445797,-0.006878590055420353,0.31139966866821855,-0.3182782587236389,-0.009160229396561137,-0.07196654978764205,-0.09979074455008098,21,0.3333333333333333,0.9421863431760734,-3.2755190740096753,22.761904761904763,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r25_s12,BTCUSDT,validation,stress,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,9720.296532607965,-0.02797034673920351,0.3087794807150037,-0.33674982745420723,-0.03711607917779425,-0.08743194368031648,-0.5246578275388473,21,0.3333333333333333,0.7862641271337125,-13.319212732954059,22.761904761904763,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r25_s12,BTCUSDT,oos,base,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,9590.051053455345,-0.040994894654465486,-0.24031447472024936,0.19931958006578387,-0.030909083699050988,-0.09338081602707193,-0.4275881665825209,43,0.37209302325581395,0.825711692720616,-9.533696431271046,23.697674418604652,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r25_s12,BTCUSDT,oos,stress,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,8899.441155328086,-0.11005588446719139,-0.24183233301252038,0.131776448545329,-0.08373984239336496,-0.12777148046158515,-1.2391536964155827,43,0.32558139534883723,0.5852007166750277,-25.594391736556137,25.186046511627907,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r25_s12,ETHUSDT,development,base,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,7825.882674304351,-0.21741173256956492,-0.06737175393611994,-0.15003997863344498,-0.09351869446595107,-0.22473090036181942,-1.87660138533943,52,0.21153846153846154,0.29110655952682946,-41.80994857107017,27.173076923076923,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r25_s12,ETHUSDT,development,stress,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,7459.588670983347,-0.2540411329016653,-0.0692351532899157,-0.1848059796117496,-0.11075625700309333,-0.2602425350211961,-2.288708904273801,52,0.17307692307692307,0.22592386123059577,-48.854064019551025,27.23076923076923,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r25_s12,ETHUSDT,validation,base,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,9422.21295754722,-0.05777870424527787,-0.4714224090972826,0.41364370485200475,-0.07628107431443854,-0.08090226262397937,-1.3803440878166122,16,0.25,0.46842591784288323,-36.111690153298696,21.1875,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r25_s12,ETHUSDT,validation,stress,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,9340.484511720693,-0.06595154882793064,-0.47247851172496513,0.4065269628970345,-0.08694793320440519,-0.0894292478960913,-1.5234358647280526,16,0.25,0.43694452423899205,-41.21971801745667,21.1875,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r25_s12,ETHUSDT,oos,base,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,8785.992789021402,-0.12140072109785982,0.019184282076316617,-0.14058500317417644,-0.09251485481807475,-0.14607587024024815,-1.5049069409049611,34,0.23529411764705882,0.4561186747382629,-35.706094440547,22.41176470588235,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r25_s12,ETHUSDT,oos,stress,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,8564.811028600148,-0.1435188971399851,0.017147943009131916,-0.16066684014911703,-0.10970482195087505,-0.16231174764071743,-1.814486594918916,34,0.23529411764705882,0.3997105439016564,-42.21144033528975,22.441176470588236,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r25_s12,SOLUSDT,development,base,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,10988.703557679884,0.09887035576798842,-0.14005019758997006,0.23892055335795848,0.03848334578671753,-0.08139352979163184,0.6137833367856138,62,0.4032258064516129,1.2637882918338958,15.946831575482006,22.758064516129032,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r25_s12,SOLUSDT,development,stress,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,10759.364577361102,0.07593645773611035,-0.1417683847807082,0.21770484251681854,0.029747900814275807,-0.08491509345125614,0.4827226024786554,62,0.4032258064516129,1.197290599940437,12.247815763888749,23.048387096774192,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r25_s12,SOLUSDT,validation,base,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,10076.688635533901,0.007668863553390137,-0.15291060968365033,0.16057947323704047,0.010237415876139577,-0.04375108227699598,0.17839024458863698,23,0.391304347826087,1.0543586915913663,3.334288501473961,20.47826086956522,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r25_s12,SOLUSDT,validation,stress,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,9985.317085598923,-0.0014682914401077385,-0.15460310165908087,0.15313481021897313,-0.0019570939853337244,-0.04665389423732269,0.009264102710776446,23,0.391304347826087,0.9900136804483214,-0.6383875826555279,21.869565217391305,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r25_s12,SOLUSDT,oos,base,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,8721.322570383822,-0.12786774296161785,-0.4164759555846099,0.2886082126229921,-0.0975296356865063,-0.13518360345135094,-1.5884210466677897,28,0.17857142857142858,0.373167763200331,-45.667051057720656,21.535714285714285,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r25_s12,SOLUSDT,oos,stress,ema_r25_s12,12,0.0,ema,1.0,2.5,48,0.25,10000.0,8546.102314028472,-0.1453897685971528,-0.41764184170469787,0.27225207310754507,-0.1111638957247576,-0.15165328604247108,-1.8800987216197589,28,0.17857142857142858,0.331057791799853,-51.92491735612599,21.571428571428573,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s24,BTCUSDT,development,base,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9132.538438890395,-0.08674615611096048,0.3544061471471174,-0.44115230325807786,-0.03569051739200768,-0.10669251370965971,-1.0094807293861479,42,0.38095238095238093,0.5594722541910615,-20.653846693085836,14.738095238095237,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s24,BTCUSDT,development,stress,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,8775.723885038784,-0.12242761149612158,0.35170003187554744,-0.474127643371669,-0.050960787689855125,-0.13784579470649438,-1.4287419657608902,42,0.3333333333333333,0.4394086867190761,-29.149431308600384,15.0,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s24,BTCUSDT,validation,base,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9913.868795582839,-0.008613120441716138,0.31139966866821855,-0.3200127891099347,-0.01146677613296676,-0.057986557718116116,-0.19223133013973348,17,0.4117647058823529,0.9078138059041487,-5.0665414363035834,13.235294117647058,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s24,BTCUSDT,validation,stress,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9805.256546256032,-0.01947434537439674,0.3087794807150037,-0.32825382608940046,-0.025879205853896137,-0.0651432311186737,-0.4732596752907871,17,0.4117647058823529,0.8058420810196956,-11.45549727905692,13.352941176470589,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s24,BTCUSDT,oos,base,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,10037.034073872397,0.003703407387239732,-0.24031447472024936,0.2440178821074891,0.002776509599553334,-0.048377942248155836,0.09095061839902388,28,0.4642857142857143,1.0373641596259853,1.3226454954427547,15.678571428571429,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s24,BTCUSDT,oos,stress,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9758.14233184011,-0.02418576681598894,-0.24183233301252038,0.21764656619653144,-0.018196267156569856,-0.06122788386043976,-0.452153329459069,28,0.42857142857142855,0.7894791592440127,-8.637773862853205,15.821428571428571,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s24,ETHUSDT,development,base,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9557.149963970332,-0.04428500360296672,-0.06737175393611994,0.023086750333153216,-0.017977826670580455,-0.05549858170995137,-0.5394385326327283,36,0.3611111111111111,0.7177093895935351,-12.301389889712986,17.11111111111111,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s24,ETHUSDT,development,stress,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9355.48012411937,-0.06445198758806292,-0.0692351532899157,0.004783165701852776,-0.026330365259815247,-0.07061416949447374,-0.8142990888801381,36,0.3611111111111111,0.6168200375273392,-17.90332988557303,17.166666666666668,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s24,ETHUSDT,validation,base,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9137.732644119675,-0.08622673558803251,-0.4714224090972826,0.3851956735092501,-0.11327578824154183,-0.0905170755240089,-2.881083087598669,12,0.08333333333333333,0.036365364695134676,-71.85561299002711,14.166666666666666,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s24,ETHUSDT,validation,stress,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9057.39230583834,-0.0942607694161659,-0.47247851172496513,0.37821774230879923,-0.12365469392260309,-0.09768507560885165,-3.1932100227936058,12,0.08333333333333333,0.026057754277174057,-78.55064118013827,14.166666666666666,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s24,ETHUSDT,oos,base,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9369.156077123902,-0.06308439228760976,0.019184282076316617,-0.08226867436392638,-0.04770053745552161,-0.07579758205071385,-1.227033462915298,22,0.36363636363636365,0.44565284212271555,-28.67472376709537,18.954545454545453,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s24,ETHUSDT,oos,stress,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9225.213008725408,-0.0774786991274592,0.017147943009131916,-0.09462664213659111,-0.058695674319918734,-0.08710926894043602,-1.5320105323436,22,0.36363636363636365,0.35742569423430376,-35.21759051248145,18.954545454545453,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s24,SOLUSDT,development,base,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9490.164431951078,-0.050983556804892194,-0.14005019758997006,0.08906664078507787,-0.020740337559159716,-0.0806285881132236,-0.619924576686361,30,0.4,0.7033737575729532,-16.99451893496407,12.9,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s24,SOLUSDT,development,stress,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9389.265920481936,-0.06107340795180649,-0.1417683847807082,0.0806949768289017,-0.024923587578076778,-0.08848118681274464,-0.7604805339830374,30,0.4,0.6548041129716118,-20.357802650602146,13.033333333333333,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r15_s24,SOLUSDT,validation,base,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,10368.80678775379,0.03688067877537904,-0.15291060968365033,0.18979128845902937,0.04947020780827849,-0.02012567522168096,1.1125122349455945,14,0.5714285714285714,1.5715010426785785,26.343341982413612,10.428571428571429,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s24,SOLUSDT,validation,stress,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,10316.797835363903,0.03167978353639023,-0.15460310165908087,0.1862828851954711,0.04245788925070437,-0.021463026257307893,0.957450858283455,14,0.5714285714285714,1.4711731013205782,22.628416811707343,10.928571428571429,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r15_s24,SOLUSDT,oos,base,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9273.059342788869,-0.07269406572111314,-0.4164759555846099,0.3437818898634968,-0.055036190991931355,-0.08134151732987493,-1.5065174968383859,16,0.25,0.30879147330197715,-45.433791075695694,11.3125,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r15_s24,SOLUSDT,oos,stress,ema_r15_s24,24,0.0,ema,1.0,1.5,24,0.25,10000.0,9163.980162104483,-0.08360198378955175,-0.41764184170469787,0.3340398579151461,-0.06338594181984303,-0.09031834962566776,-1.776289355164204,16,0.25,0.2657492527864542,-52.25123986846984,11.3125,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
ema_r25_s24,BTCUSDT,development,base,ema_r25_s24,24,0.0,ema,1.0,2.5,48,0.25,10000.0,9382.67166294104,-0.061732833705895995,0.3544061471471174,-0.4161389808530134,-0.02519792155233569,-0.1452998302540418,-0.5280971360445266,41,0.34146341463414637,0.727824021273886,-15.056788708755116,25.29268292682927,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r25_s24,BTCUSDT,development,stress,ema_r25_s24,24,0.0,ema,1.0,2.5,48,0.25,10000.0,8897.398577310381,-0.11026014226896186,0.35170003187554744,-0.4619601741445093,-0.045712455541162655,-0.16516888678279684,-0.993509401026621,41,0.34146341463414637,0.5485297915650453,-26.892717626576065,25.829268292682926,2022-01-01T00:00:00+00:00,2024-06-30T23:00:00+00:00
ema_r25_s24,BTCUSDT,validation,base,ema_r25_s24,24,0.0,ema,1.0,2.5,48,0.25,10000.0,9987.599590573056,-0.0012400409426943648,0.31139966866821855,-0.3126397096109129,-0.0016529205149469206,-0.06431999537567235,0.0018088996129113496,16,0.375,0.9870942933772517,-0.775025589183997,23.8125,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r25_s24,BTCUSDT,validation,stress,ema_r25_s24,24,0.0,ema,1.0,2.5,48,0.25,10000.0,9856.52393640037,-0.014347606359963017,0.3087794807150037,-0.32312708707496673,-0.019082812453960707,-0.07464254197026832,-0.2991263743423234,16,0.375,0.8601181224082386,-8.96725397497687,23.8125,2024-07-01T00:00:00+00:00,2025-03-31T23:00:00+00:00
ema_r25_s24,BTCUSDT,oos,base,ema_r25_s24,24,0.0,ema,1.0,2.5,48,0.25,10000.0,10166.068707490498,0.016606870749049873,-0.24031447472024936,0.25692134546929923,0.012430545287081207,-0.09636647867940862,0.26729581717146755,28,0.42857142857142855,1.13578700521213,5.93102526751779,27.678571428571427,2025-04-01T00:00:00+00:00,2026-07-31T23:00:00+00:00
